Section,Title,Summary
Technology,Verizon Mobile Outages Reported Across the U.S.,"The number of cases peaked at more than 100,000 Monday morning, according to the website Downdetector. Users complained of being unable to make calls or send texts."
Sports,What Do N.F.L. Players Think of Their Peers? We Asked Them.,Athletes from around the league voted on topics such as the most annoying player and their least favorite N.F.L. road trip.
Sports,She Won a Kicking Competition. Now She’s a Homecoming Hero.,"At one of California’s blue-blood programs, Aubrey Laue is more than “the girl that was just on the team to just be on the team.”"
Sports,"Two Teams Sue NASCAR, Alleging Monopolistic Practices",Two teams are claiming that NASCAR has unlawfully blocked the formation or growth of any other series.
Sports,The Most Important College Football Games to Watch in October,"Eight games will play an outsized role in shaping the College Football Playoff, a columnist for The Athletic writes."
Sports,Why Do So Many M.L.B. Playoff Games Happen During the Day?,"Every network wants to maximize viewership, and the debate over when to start games isn’t easy to settle."
Sports,The Issue Suddenly Plaguing Patrick Mahomes,"The Kansas City star has five interceptions, which is the most he has ever thrown through the first four games of a season."
Sports,Michigan Is a Hockey Powerhouse. Why Doesn’t It Have a Women’s Team?,"“Right now, the people of Michigan are not being served,” the university regent Denise Ilitch said."
Sports,"Coco Gauff, Naomi Osaka and a Clash Between Stars Who Pivoted","Each player made recent coaching changes, as Gauff is prioritizing long-term success while Osaka wants better results right away."
Sports,Why N.F.L. Players Think Taylor Swift’s Presence at Games Benefits Them,"“She has a worldwide fan base. Non-football fans will become fans or at least viewers in the United States,” one player said."
Science,"After a Decade, Scientists Unveil Fly Brain in Stunning Detail","Scientists have mapped out how 140,000 neurons are wired in the brain of the fruit fly, Drosophila melanogaster."
Science,"You Can Stand Under My Umbrella, if You’re an Egg-Laying Locust",Male locusts have long been observed shielding mates from other males. Researchers say this behavior may also protect the females from desert temperatures.
Science,Wreck of ‘Ghost Ship of the Pacific’ Found Off California,"The rediscovery of the vessel, which was captured by the Japanese for a time during World War II, highlights the potential of underwater autonomous vehicles to map the ocean floor."
Science,Why Mount Everest Is Growing Taller Every Year,"Researchers say that two rivers merged some 89,000 years ago and gave the mightiest peak in the Himalayas a huge growth spurt."
Science,Gilead Agrees to Allow Generic Version of Groundbreaking H.I.V. Shot in Poor Countries,"Many middle-income countries are left out of the deal, widening a gulf in access to critical medicines."
Science,Iran Would Need Much More Than Weeks to Build a Nuclear Bomb,Nuclear experts see Tehran as facing up to a year of hard work to master the knotty basics of building a deliverable atom bomb.
Science,"Officials Cast Doubt on a Dementia Drug, but Human Trials Continue","The S.E.C. alleged shortcomings in research said to support the drug, and its developer agreed to a $40 million settlement. Some experts wonder why clinical trials have not been stopped."
Science,How the VP Candidates Talked About Climate Change,"Tim Walz said climate change is real, but boasted about high U.S. levels of oil and gas production. JD Vance called climate change “weird science.”"
Science,"Hurricane Helene Deaths Will Continue for Years, Study Suggests","Research on hundreds of tropical storms finds that mortality keeps rising for more than a decade afterward, for reasons you might not expect."
Science,‘Ring of Fire’ Solar Eclipse Will Be Visible in Parts of South America,"Not everyone will be able to see the phenomenon, known as an annular eclipse, on Wednesday, though a partial solar eclipse may be visible in parts of Antarctica and Hawaii."
Science,Why Restoring Power After Hurricane Helene Is Complicated,Damage went beyond downed power lines. Hundreds of substations went out after the storm. Getting them back online is difficult.
Science,"Breast Cancer Continues to Rise Among Younger Women, Study Finds",Death rates are declining among U.S. women with breast cancer. But the disease is turning up more often in women under age 50.
Science,"Why Helene Was So Destructive in Florida, the Carolinas and Appalachia","Hurricanes typically weaken over land. But if the ground is already wet from earlier rains, storms can receive an extra jolt that keeps them churning."
Science,California Sues Hospital for Denying Patient an Emergency Abortion,"The state said that despite a doctor’s recommendation and state law, a Catholic hospital declined to provide an abortion because fetal heart tones were present."
Science,"Britain Shuts Down Last Coal Plant, ‘Turning Its Back on Coal Forever’",The Ratcliffe-on-Soar plant was the last surviving coal-burning power station in a country that birthed the Industrial Revolution and fed it with coal.
Arts,Vance and Walz’s Battle of the Network Co-Stars,"In what could be the last prime-time showdown of the 2024 campaign, the supporting players performed against type."
Arts,"Orla Gartland Melds Honesty, Hooks and Noise","On her second album, the internet-native Irish songwriter makes a complicated relationship sound “squonky.”"
Arts,When Monet and Turner Found Beauty in London’s Toxic Fog,"Monet and Turner found something sublime in the polluted 19th-century city — and maybe something darker, too."
Arts,Review: Daniel Dae Kim as a Playwright Unmasked in ‘Yellow Face’,"David Henry Hwang’s 2007 play, now in a fine Broadway revival, is a pointed critique of identity, masquerading as a mockumentary."
Arts,5 Minutes That Will Make You Love Betty Carter,Her intricate phrasing and live improvisational skills made her a cornerstone for artists of all sorts. Listen to songs chosen by 10 musicians and writers who consider her a north star.
Arts,Sarah Snook to Make Broadway Debut in One-Woman ‘Dorian Gray’,The “Succession” actress will play all 26 characters in a stage production of the Oscar Wilde novel.
Arts,"Doug Wheeler’s Celestial Wonder, Now Gallery-Size","Paint, plastic and flashbulbs: What the visionary artist achieves with those materials is astounding in its effect."
Arts,‘Good Bones’ Review: A Gentrification Drama at Public Theater,"A new play from James Ijames, who won a Pulitzer for his “Fat Ham,” has intriguing ideas about identity and community that never fully take shape."
Arts,Review: Finding the Right Rep for a Repertory Company,"Dayton Contemporary Dance Company brought a mixed bill to the Joyce Theater, including a Paul Taylor classic and a dance by the great Rennie Harris."
Arts,"Pras Sues Lauryn Hill Over Canceled Fugees Tour, Alleging Fraud",Ms. Hill was accused of deceiving the other group members about tour finances. She called the lawsuit “baseless” and “full of false claims.”
Arts,"At 75, Charles Atlas Has a Retrospective and a Rebrand","“About Time,” a retrospective opening in Boston, comes at a time of radical change for a pioneer of media dance."
Arts,"An Oasis in England’s Troubled, Polarized Opera Landscape","The Glyndebourne Festival, which receives little government support, has been mostly immune from recent convulsions of the opera industry in Britain."
Arts,The Metropolitan Opera’s Season Begins With a Boom,"“Grounded,” the new work that opened the season, has been joined by revivals of three Puccini, Verdi and Offenbach classics."
Arts,Halloween in New York: Things to Do in October,"The Village Halloween Parade will feature a “cat lady” section, and the New York Botanical Garden has a Tim Burton light installation, plus much more."
Arts,How Levi’s Turned a Beyoncé Song Into an Ad Campaign,"The denim brand was looking for ways to sell more apparel to women, and the megastar gave them a natural spokeswoman thanks to a song on “Cowboy Carter.”"
Arts,"At Frieze London, Arab Artists Look Inward","ATHR Gallery in Jeddah, Saudi Arabia, will showcase works by four artists that explore Islamic artistic identity."
Arts,"During Frieze London, Explore the Regent’s Park","The park has served as an inspiration for writers, poets and artists for decades."
Arts,Tate Modern Gives a Fuller View of the Blue Rider,Visitors of Frieze Week have an opportunity to see the exhibition that presents the group as an international and eclectic network of artists.
Arts,During Frieze Week There Is No Shortage of Things to See,Away from Frieze London and Frieze Masters are an abundance of exhibitions to explore.
Arts,London Lets Its Gardens Grow Wild,"In response to concerns over climate change and plummeting biodiversity, a shift is afoot in the city’s parks. Manicured is out; rugged is in."
Arts,‘Love Is Blind’: Body Language Expert Offers Clues for Season 7,"As Season 7 begins, an expert says figuring out a participant’s motivation is both an art and a science."
Arts,‘Modern Love Podcast’: Were We the ‘Fat Couple’?,"When Courtenay was alone with her boyfriend, her body shame disappeared. But when they left the house, it felt different."
Arts,Exploring Literary Dublin,"The Irish city, once home to the likes of James Joyce and Oscar Wilde, is known for its bookstores, libraries and pubs, where writers found inspiration over pints of Guinness."
Arts,"Best Halloween Books for Kids, According to R.L. Stine","As spooky season approaches, the master of children’s horror recommends creepy-crawly classics and modern thrills for young readers."
Arts,Read Your Way Around Hawaii,To read Hawaii is to understand that much of it will never be accessible to the masses. The writer Megan Kamalei Kakimoto recommends books that illuminate the islands’ rich history and storytelling spirit.
Arts,Late Night Goes Live After a ‘Dull’ Vice-Presidential Debate,Stephen Colbert was unenthused by Tuesday’s discourse between Tim Walz and JD Vance.
Arts,"Ken Page, Who Starred in ‘Cats’ and Voiced Oogie Boogie, Dies at 70",His career on Broadway spanned decades. But he has probably best known for providing the voice of the boogeyman in “The Nightmare Before Christmas.”
Arts,‘Water for Elephants’ to Close on Broadway,"The musical, based on the best-selling novel, featured dazzling acrobatics and puppetry. Its final performance will be Dec. 8."
Arts,"Frank Fritz, a Host of the Antiques Show ‘American Pickers,’ Dies at 60","He and his friend Mike Wolfe launched the treasure-hunting show in 2010, part of a wave of reality TV aimed at finding fortune in everyday items."
Arts,"John Amos, a Star of ‘Good Times’ and ‘Roots,’ Is Dead at 84",He was the patriarch in one of the first sitcoms with an all-Black cast and an enslaved African in the American South in a blockbuster TV mini-series.
Arts,"Alicia Keys, LaChanze and Kristin Chenoweth Celebrate Black Theater",The stage stars were among more than 600 people who turned out for an evening of dinner and performances to benefit Black Theater United.
Arts,"Ella Leffland, Novelist Drawn to Portraying Outsiders, Dies at 92","Her work often drew from her upbringing in California amid World War II, such as her intricate novel about the Nazi leader Hermann Goering."
Arts,A 64-Year-Old Literary Agent and TikTok Star Adds ‘Novelist’ to Her Résumé,"Betsy Lerner has spent decades in the publishing industry. Writing her first novel, “Shred Sisters,” unlocked a completely new side to her creativity."
Arts,"Best Movies and TV Shows Streaming in October: ‘Shrinking,’ ‘Disclaimer’ and More","“Citadel: Diana,” “Disclaimer,” “The Franchise,” “Star Trek: Lower Decks,” a Springsteen documentary and others arrive."
Arts,The Best Movies and TV Shows Coming to Netflix in October,Keri Russell is back and so is Ali Wong. Here’s a roundup of what’s worth checking out for U.S. subscribers this month.
Arts,6 of ‘The Greatest’ Songs,"Hear superlative tracks from Billie Eilish, Kenny Rogers and Alabama Shakes."
Arts,MacArthur Foundation Announces 2024 ‘Genius’ Grant Winners,"On Tuesday, 22 anonymously nominated Americans were recognized with fellowships and an $800,000 stipend."
Arts,"3 Ambitious Song Cycles, but Only One Connects Mind and Heart","Todd Almond’s “I’m Almost There” is a work of wonder, while Gabriel Kahane’s “Book of Travelers” and “Magnificent Bird” are less effective."
Arts,Musical Comedy ‘Operation Mincemeat’ to Open on Broadway Next Spring,The show is about a real World War II episode in which British intelligence planted disinformation on a dead body to fool the Germans.
Arts,2024 National Book Award Finalists Are Named,"Percival Everett’s “James,” Salman Rushdie’s “Knife” and Diane Seuss’ “Modern Poetry” are among the honorees. Winners will be announced next month."
Arts,New Children’s Museum of Manhattan to Open in 2028,Laurie M. Tisch has donated $50 million to the $300 million capital campaign for a new location on Central Park West.
Arts,Why Ryan Trecartin and Lizzie Fitch Escaped to Rural Ohio,A visit to Ryan Trecartin and Lizzie Fitch’s compound in the sticks.
Arts,Shuffling Some Whimsy Into Poker and Blackjack,The familiarity of the 52-card deck has enabled video game designers to win over players with humor and randomness.
Arts,Late Night Slams Trump’s Plan to Adapt ‘The Purge’,"“Good news: He stopped talking about Hannibal Lecter,” Jimmy Fallon said. “Bad news: He suggested we do ‘The Purge’ instead.”"
Arts,Sean Combs Will Try Another Appeal of Judge’s Decision to Deny Bail,Mr. Combs is in a Brooklyn jail awaiting trial on federal charges of sex trafficking and racketeering conspiracy.
Arts,"Roy Blakey, Ice Show Performer and Archivist, Is Dead at 94","He skated professionally for 15 years , but was best known for building a collection of more than 44,000 items, including some of Sonja Henie’s costumes and skates."
Arts,Stream These 11 Titles Before They Leave Netflix in October,"A slew of TV shows and movies are leaving for U.S. subscribers this month. Here’s a roundup of the ones worth catching, including a few great horror picks for the season."
Arts,"Based on a True Story, or a True Story? In ‘Baby Reindeer’ Lawsuit, Words Matter.","A defamation suit against Netflix boils down to how the company presented its story about Martha Scott, a fictionalization of what the show’s creator has described as a real-life stalking incident."
Arts,Kris Kristofferson: A Life in Pictures,"After years as a struggling songwriter, he found his voice with a direct, evocative style that launched his decades-long career as a musician, actor and activist."
Arts,Kris Kristofferson’s Stories Were Wonderfully Larger Than Life,"The singer, songwriter and actor, who died on Saturday at 88, found his way into situations and tales that underscored his role as a conscience for country music."
Arts,Kris Kristofferson Stood by Sinead O’Connor as the Boos Rained Down,"At a moment when the Irish singer had few people defending her, the country music veteran showed strong support. It created a bond that remained throughout their lives."
Arts,‘Rust’ Armorer Is Denied New Trial After Dismissal of Alec Baldwin’s Case,The armorer’s lawyers failed to convince the judge that the same evidence dispute that led her to toss the actor’s manslaughter charge had deprived their client of a fair trial.
Arts,"Gavin Creel, Tony-Winning Musical Theater Actor, Dies at 48","He won the award playing a Yonkers feed store clerk in “Hello, Dolly!” and was also nominated for roles in “Thoroughly Modern Millie” and “Hair.”"
Arts,The Hammer Museum in Los Angeles Chooses a New Director,"Stepping into Ann Philbin’s shoes will be Zoë Ryan, the director of the Institute of Contemporary Art at the University of Pennsylvania."
Arts,Billie Eilish Brings a Master Class in Intimacy to the Arena Stage,"Hit Me Hard and Soft: The Tour opened in Canada on Sunday night, showcasing the 22-year-old pop star’s gift for dynamics, dramatics and audience engagement."
Arts,Oasis Adds North American Shows to Reunion Tour,Liam and Noel Gallagher’s band will stop in three American cities plus Toronto and Mexico City in August and September 2025.
Arts,Kris Kristofferson: 12 Essential Songs,"The country singer and songwriter, who died on Saturday at 88, tucked enduring aphorisms into tales about facing up to loss."
Arts,Donors Say Manresa Island in Connecticut Could Become a Park,"Austin and Allison McChord have pledged to transform an abandoned industrial site into an ecological waterfront park as a gift to Norwalk, Conn., their hometown."
Arts,Three Great Documentaries to Stream,"This month’s picks cover Wisconsin moviemaking, New York music-making and Florida moneymaking."
Arts,Disoriented in America: Two Political Plays Reflect a Changed Country,"The Off Broadway plays “Fatherland” and “Blood of the Lamb” explore the grief, anger and fear of no longer recognizing the country you love."
Arts,Dancing in an Emotional Washing Machine,"Botis Seva, a rising British choreographer who mixes hip-hop and contemporary dance, brings his Olivier Award-winning “BLKDOG” to New York."
Arts,‘Patrice: The Movie’ Review: At a Crossroads,The emotional core of this crowd-pleasing documentary concerns a couple who cannot marry without jeopardizing their disability benefits.
Economy,"Dockworkers’ Strike Halts Commerce at Newark Port, Affecting the Supply Chain Ecosystem","The strike by longshoremen has halted commerce at Newark and other ports on the East and Gulf Coasts, affecting an ecosystem of supply-chain workers."
Economy,Biden Scrambles to Contain Economic and Political Fallout of Port Strike,The labor dispute has forced President Biden and Vice President Kamala Harris into a complicated position just weeks before the election.
Economy,U.S. Raises New Concerns Over Chinese Lending Practices,A Treasury official will call for greater transparency over emergency currency “swap” loans to struggling countries by China’s central bank.
Economy,"How the Port Strike Could Affect Certain Supply Chains: Bananas, Coffee and More","Transportation and warehousing sectors are poised to first feel the pinch, with a broader economic fallout expected if the strike drags on."
Economy,Port Strike Begins on East and Gulf Coasts,"Members of the International Longshoremen’s Association walked out for the first time since 1977 in a standoff over wages, benefits and job security."
Economy,"A New Fine-Dining Restaurant in London, Staffed by Ex-Homeless People","In London’s upmarket Primrose Hill, a Michelin-starred chef is employing people on the edge of homelessness as chefs, wait staff and cocktail makers."
Economy,Powell Points to Two More Normal-Size Rate Cuts This Year,"Jerome H. Powell, chair of the Federal Reserve, said that central bankers will lower rates as much as needed, but have forecast two more quarter-point rate cuts this year."
Economy,Port Workers Strike: What to Know About Locations and Products Affected,"Thousands of dockworkers who load and unload cargo ships walked off the job on Tuesday, halting nearly all activity at ports from Maine to Texas."
Economy,U.S. Ramps Up Hunt for Uranium to End Reliance on Russia,"Miners aim to meet a growing demand for emissions-free energy, though a failure to clean up old sites haunts the industry."
EnergyEnvironment,"Harris, in Michigan, Tries to Head Off Trump’s Attacks Over Gas Cars","Kamala Harris, who has faced a flurry of Trump ads in Michigan misleadingly arguing that she wants to ban gas cars altogether, promised, “I will never tell you what kind of car you have to drive.”"
EnergyEnvironment,Supreme Court Lets Biden Plans on Mercury and Methane Move Forward,Republican-led states and industry groups argued that the Environmental Protection Agency had moved too fast and imposed onerous regulations.
EnergyEnvironment,A NOAA Climate Agency in Asheville Was Knocked Out by Helene,"The National Centers for Environmental Information in Asheville, N.C., sweep together data from around the world to help track Earth’s warming."
EnergyEnvironment,How North Carolina Republicans Left Homes Vulnerable to Helene,"Under pressure to control housing costs, Republican lawmakers rejected standards meant to protect against disasters, experts say."
EnergyEnvironment,A Climate Fund Could Pay Billions to Protect Trees in Amazon and Beyond,"Brazil is proposing a fund that would pay countries to protect tropical forests that are crucial to curbing climate change. It would generate returns, too."
EnergyEnvironment,Iowa Farmers Are Restoring Tiny Prairies for Sustainability Boons,"Farmers in the heartland are restoring swaths of the prairie with government help. The aim is to reduce nutrient runoff from cropland, and help birds and bees."
EnergyEnvironment,"In Helene’s Wake, Legal Battles Over Insurance and Who Should Pay","As storms intensify, so do the legal clashes with insurers, aid agencies and others over compensation, rebuilding and even scams."
EnergyEnvironment,Biden to Sign Bill Allowing Chip Projects to Skirt Key Environmental Review,"The legislation, which would weaken federal environmental reviews for certain semiconductor manufacturing projects, has divided Democrats."
EnergyEnvironment,F.T.C. Clears Chevron’s Purchase of Hess With Board Condition,The Federal Trade Commission said the oil giant could acquire the smaller company as long as the chief executive of Hess did not join its board.
EnergyEnvironment,U.S. Approves Aid to Restart Palisades Nuclear Plant,"No one has ever restarted an American nuclear reactor that was seemingly closed for good. But with electricity demand spiking, interest is growing."
Technology,Meta Unveils New Instant A.I. Generator,The tech giant is among the many companies building technology that could remake Hollywood — or help spread disinformation.
Technology,Can California Regulate A.I.? + Silicon Valley’s Super Babies + System Update!,"“In the United States, we have 50 laboratories of democracy and they’re called states.”"
Technology,OpenAI Adds $4 Billion Credit Line on Top of $6.6 Billion Investment Round,The San Francisco company is gathering the billions its executives believe they will need to continue building new A.I. technology.
Technology,Abuse Claims Add to Telegram C.E.O. Pavel Durov’s Legal Troubles,The mother of three children with Pavel Durov has poked holes in the Russian tech titan’s carefully managed image through a criminal complaint and her account of their opulent lifestyle.
Sports,"N.F.L. Players Are Open to Playing an 18th Game, With Some Conditions","It seems like a matter of when, and not if, we see an expansion of the schedule, a columnist for The Athletic writes."
Sports,Rising N.F.L. Prospects That Could Be Surprise First-Rounders,The Athletic’s draft expert breaks down three non-quarterback college stars who have generated a buzz among league scouts.
Sports,What We Learned From a Dramatic M.L.B. Wild-Card Round,"Under the current playoff format, sweeps have been the norm, but home teams have largely lost their series."
Sports,How an N.F.L. Journeyman Gave the Falcons Another Unlikely Win,"On Thursday night, KhaDarel Hodge caught two passes, the second of which he took 45 yards for the winning touchdown in overtime."
Sports,Aaron Judge Is the Yankees’ Superman. But the Royals May Have His Kryptonite.,"New York’s star has just one hit and 11 strikeouts in 18 career at-bats against Michael Wacha, a righty veteran."
Sports,"Paolo Banchero Has Come So Far, So Fast. But There’s Still More to Do.","Heading into his third year in the N.B.A., the Orlando Magic star is developing his game and his voice: “You can’t ever be quiet.”"
Sports,The Former N.F.L. Great Pursuing an Olympic Curling Spot,"After a 12-year professional football career, Jared Allen found a new sport."
Sports,What College Football Can Learn From the Matthew Sluka N.I.L. Saga,"Players are finally allowed to monetize their name, image and likeness, but there are still no clear guidelines governing the marketplace."
Sports,The F1 Academy Driver Racing Toward the Pinnacle of Motorsport Her Own Way,Chloe Chambers is proof that a driver can thrive in motorsports without making the full-time Europe jump.
Science,"The Oldest Termite Mound? 34,000 Years and Counting.",Scientists recently found the planet’s longest continuously occupied termite colony in an arid region of South Africa. It dates to the time of the Neanderthals.
Science,Scientists Found a Surprising Way to Make Fungus Happy,The discovery that sound improves the growth rate of beneficial fungus suggests that dirges in the dirt may help restore forests.
Science,Researchers Find Cannibalized Victim of 19th-Century Arctic Voyage,A new study offers clues to a 179-year-old mystery that killed more than 100 explorers on the Franklin expedition in the Canadian Arctic.
Science,Ex-OceanGate Employee’s Remarks Hint at Titan Disaster Lawsuits to Come,A former Coast Guard specialist’s testimony capped two weeks of hearings into the implosion of a submersible that killed five during an attempt to explore the Titanic.
Science,DNA Reveals the Origin Stories of America’s Captive Tigers,Scientists have wondered if the many captive tigers in the United States could one day help restore the species in the wild.
Science,The Food of Space Travel Could Be Based on Rocks,Scientists are studying whether future astronauts on deep-space journeys could transform compounds in asteroids into food.
Science,"As Bird Flu Spreads, Two New Cases Diagnosed in California",Both patients were dairy workers whose illnesses were mild. Investigators are continuing to evaluate the contacts of a Missouri patient who had no exposure to animals.
Science,What to Know About the 2024 Nobel Prizes,The annual prizes will be announced beginning Monday.
Science,Nighttime Depression Is a Real Thing,There are lots of reasons your mood might tank at night. Here’s how to address the bedtime blues.
Science,What to Know About Test Alternatives to Colonoscopies for Colon Cancer Screening,Doctors can provide alternative forms of screening for colon and rectal cancer but sometimes have a good reason to stick with the colonoscope.
Science,Trump Promised to Release His Medical Records. He Still Won’t Do It.,"If elected again, he would become the oldest president by the end of his term. Yet he is refusing to disclose even basic health information."
Health,"As America’s Marijuana Use Grows, So Do the Risks","The drug, legal in much of the country, is widely seen as nonaddictive and safe. For some users, these assumptions are dangerously wrong."
Health,Stories of Marijuana’s Little-Known Harms: ‘It Took Over Everything’,A growing number of marijuana users in the U.S. are experiencing severe health problems like these.
Health,What to Know About the Marburg Virus Disease Outbreak,"In Rwanda, 11 deaths have been reported from this rare but deadly disease. Two people tested negative in Germany this week."
Health,"‘Mom, I Want to Live’: A Young Girl Battles War and Cancer","Sonya Liakh was diagnosed with eye cancer at age 2. After Russia’s invasion of Ukraine disrupted her treatment, her family faced a desperate struggle."
Arts,"Arts District, Decades in the Making, in Ruins After Helene","The hurricane damaged an estimated 80 percent of the buildings in the River Arts District of Asheville, N.C., and upended the lives of artists who had recast the city as a cultural force."
Arts,"In ‘La Máquina,’ Gael García Bernal and Diego Luna Get a Rematch","For their first screen roles together since 2012, the longtime friends undertook a Spanish-language series about a boxer who must fight for his life."
Arts,"Atlanta Opera Is Growing, and Bucking Trends","Under the leadership of Tomer Zvulun, Atlanta Opera powered through the pandemic, has tripled its budget and is producing ambitious work."
Arts,Oliver Sacks Archive Heads to the New York Public Library,"The voluminous papers of the celebrated neurologist include letters, notebooks, drafts and other traces of a man who couldn’t stop writing."
Arts,‘The Franchise’ Review: Cutting Marvel Down to Size,A new HBO comedy takes a jaundiced look at the making of a second-rate superhero film.
Arts,Extreme Weather Gives Video Games a Powerful Adversary,Designers are increasingly able to render weather conditions as not just evocative visual effects but phenomena that physically affect the player.
Arts,How to Watch Horror Movies Without Being Too Scared,"How to get into the season, even if you’re squeamish."
Arts,"We Want to Know Your Questions About Theater, Film, Music and Culture",Your culture and entertainment questions answered by New York Times journalists and experts.
Arts,"Lauren Mayberry’s Lush Pop Ecstasy, and 13 More New Songs","Hear tracks by Bartees Strange, the Smile, Ela Minus and others."
Arts,"5 New Horror Movies to Stream for Halloween on Hulu, Max and More","Out this week, a period possession movie starring Sarah Paulson, a chef-driven supernatural thriller starring Ariana DeBose and more."
Arts,‘Food and Country’ Offers a Close Look at How America Feeds Itself,“Food and Country” argues that our food production systems don’t work and offers potential solutions.
Arts,When John Amos Had Enough of the ‘Good Times’,"The actor, whose death was announced this week, made it known he didn’t like the direction the hit show was going. His character was then killed off."
Arts,Los Angeles District Attorney Says He Is Reviewing Menendez Brothers Case,Interest in the Menendez brothers has intensified after the release of a new Netflix drama about the case. A separate documentary is forthcoming.
Arts,Brooklyn Museum at 200 Celebrates Beauty and Art’s Hidden History,A new American wing draws on feminist and racially and ethnically diverse thinking to spotlight 400 exceptional works in its collection.
Arts,"Richard Mayhew, Painter of Abstract Landscapes, Dies at 100","He drew from his Black and Native American heritage, as well as his own memory, to find an emotional resonance behind the beauty of nature."
Arts,10 Unforgettable Kris Kristofferson Covers,"Many of his songs are better known by other singers’ interpretations, like Janis Joplin’s “Me and Bobby McGee,” Johnny Cash’s “Sunday Morning Coming Down” and more."
Arts,Five Action Movies to Stream Now,"This month’s picks include cool fighter pilots, a feminist queen and urban turf wars."
Arts,"Saoirse Ronan Has Lived, and Acted, Through a Lot","At 30, the Irish actress has already spent two decades in front of the camera, collecting many awards. Her two latest projects are also generating Oscars buzz."
Arts,5 New Movies Our Critics Are Talking About This Week,"Whether you’re a casual moviegoer or an avid buff, our reviewers think these films are worth knowing about."
Arts,Cady Noland and the Art of Control,"Cady Noland, who became the darling of the art world, has tested the limits."
Arts,Late Night Heaps Scorn on Trump’s Latest Defense,Jimmy Kimmel said Donald Trump was “partially right” in denying interference in the 2020 election: “He tried to rig the election and failed to rig the election.’
Arts,Time-Traveling Film ‘Safety Not Guaranteed’ Hits Some Bumps Onstage,"Adapted from the offbeat 2012 movie, this new musical about loneliness and the longing for do-overs is promising but still needs to find its shape."
Arts,Garth Brooks Is Accused of Rape and Sexual Assault in Lawsuit,A woman who worked as a hair and makeup stylist for the country superstar says he subjected her to repeated advances. Mr. Brooks said it is “behavior I am incapable of.”
Arts,8 New Books We Recommend This Week,Suggested reading from critics and editors at The New York Times.
Arts,‘Where’s Wanda?’ Is a Charming German Dramedy,A small-town European murder mystery but more stylish than most — and less miserable.
Arts,‘Rust’ Western Will Premiere in Europe 3 Years After Fatal Shooting,"After the Alec Baldwin movie turned into the scene of a tragedy with the death of its cinematographer, the film will debut next month at a festival that celebrates cinematography."
Arts,‘The Rings of Power’ Season 2 Finale Recap: Highs and Lows,"The second season ended in a whirlwind of fire and steel, darkness and light, capping an eight-episode run with many ups and downs."
Arts,Lawyers for a Sean Combs Accuser Ask to Withdraw From Her Case,"A dispute between Adria English, who has accused Mr. Combs of sexual misconduct, and her lawyers is the latest twist in the civil litigation the music mogul is facing."
Arts,‘Joker: Folie à Deux’ Review: Make ’Em Laugh (and Yawn),"Todd Phillips’s “Joker” sequel stars Joaquin Phoenix and Lady Gaga who sing and dance like crazy kids, but the movie is seriously un-fun."
Arts,"From One Nonagenarian Artist to Another, a Tip of the Hat",Alex Katz admired a Mark di Suvero sculpture and gave it to the Brooklyn Museum. It now has pride of place in the museum’s 200th anniversary celebration.
Arts,What to See in N.Y.C. Galleries in October,"This week in Newly Reviewed, Martha Schwendener covers Dennis Kardon’s wonderfully strange paintings, Klara Liden’s green vistas and Sheryl Sutton’s mesmerizing movements."
Arts,What James Ensor Knew About the Masks We Wear,"Seventy-five years after the artist’s death, the grotesque masquerades he painted aren’t so far from the manipulated faces of the present day."
Arts,"She Was Diagnosed With Brain Cancer, Then Wrote a Rom-Com About It","Sophie Kinsella, the author of “Confessions of a Shopaholic,” packs love, laughter and a harrowing real-life health ordeal into a 133-page novella."
Arts,‘Blink’ Review: The Last Things They May See,"In this travel documentary, two parents take their children on a spectacular world tour before a rare genetic condition may cause blindness."
Arts,‘Daaaaaalí!’ Review: Keeping It Surreal,The French absurdist director Quentin Dupieux did not make a biopic of Salvador Dalí — he adopted the Surrealist painter’s approach to deliver a particularly loopy tale.
Arts,Tory Burch Shares Her Makeup and Skin-Care Essentials,"Plus: a new hotel on the Athens Riviera, salvaged jewelry and more recommendations from T Magazine."
Arts,‘Saturday Night Live’: 11 Defining Political Sketches,"Since the 1970s, the late-night institution has offered up definitive impersonations of American presidents and other politicians. Here are its most memorable political sketches."
Arts,7 Books Like ‘Heartstopper’ to Read After You Binge Season 3 on Netflix,"Earnest love stories by Rainbow Rowell, TJ Klune and Talia Hibbert will tug at your heartstrings while grappling with real, often dark, issues."
Arts,"‘White Bird’ Review: After ‘Wonder,’ a Bully Moves On","A boy starts a new school and gets a history lesson from his grandmother, played by Helen Mirren."
Arts,‘It’s What’s Inside’ Review: I Gotta Be You,A limp body-swapping comedy doesn’t really know what makes its subgenre so funny.
Arts,‘The Outrun’ Review: From Rock Bottom to Recovery,Saoirse Ronan gives another stunning performance in a story about an alcoholic in search of healing.
Arts,‘Intercepted’ Review: The Awful Intimacy of the War in Ukraine,"In leaked phone calls home, Russian soldiers grapple with the war they’re waging. This new documentary sets the calls’ swagger and anguish against images of the invasion’s devastation."
Arts,"At Frieze London, Artists Make Connections Through Clay","In a new section, Indigenous and expatriate artists explore land loved, lost and left behind in a medium well suited to the task: ceramics."
Arts,"Ahead of Frieze London, Three British Artists Reflect","Tapped to curate a new section of the fair, Yinka Shonibare, Zenib Sedira and Lubaina Himid discuss what has been lost, and gained, since Brexit hit the London art market."
