Source,Title,Content,Section,URL,Date
Expansión,"Japón ayudar TSMC 4,900 mdd producción chip IA","Empresa , también estar expander EU Alemania , tener previsto iniciar producción masa país asiático antes final año .",Science and technology,https://expansion.mx/tecnologia/2024/02/24/japon-ayudara-a-tsmc-con-4-900-mdd-para-produccion-de-chips-para-ia,24/2/2024
Expansión,"Mario vs Donkey Kong , regreso clásico más joven disfrutar",Nintendo lanzar nuevo versión juego publicado hacer 20 año Game Boy Advance . ¿ edición Nintendo Switch lograr desmarcar crear camino ?,Science and technology,https://expansion.mx/tecnologia/2024/02/24/mario-vs-donkey-kong-el-regreso-de-un-clasico-que-los-mas-jovenes-disfrutaran,24/2/2024
Expansión,Ya poder recargar tarjeta movilidad App CDMX,"Ser usuario transporte público metrópoli capitalino , ya poder recargar tarjeta movilidad aplicación donde hacer trámite gobierno .",Science and technology,https://expansion.mx/tecnologia/2024/02/23/como-recargar-tarjeta-movilidad-integrada-app-cdmx,23/2/2024
Expansión,Contenido red dignificar Drags,"Dos ejemplo haber crecer audiencia ser Turbulence Burrita Burrona más allá nicho comedia , haber lograr hablar tema tabú red social .",Science and technology,https://expansion.mx/tecnologia/2024/02/22/burrita-burrona-turbulance-crear-contenido-dignifique-drags,22/2/2024
Expansión,¿ chofer Vemo no cancelar Uber ?,Unidad movilidad eléctrico desplegar hacer poco más año finalidad reducir huella carbono sector .,Science and technology,https://expansion.mx/tecnologia/2024/02/22/por-que-los-choferes-de-vemo-no-cancelan-viajes-en-uber,22/2/2024
Expansión,Intel Microsoft aliar generar chip personalizado IA,Colaboración empresa marcar movimiento más importante conseguir objetivo mercado .,Science and technology,https://expansion.mx/tecnologia/2024/02/22/intel-y-microsoft-se-alian-para-generar-chips-personalizados-de-ia,22/2/2024
Expansión,México no estar listo reconocimiento facial ético,"Nivel protección dato , país deber actualizar legislación respecto , datar hacer más 10 año .",Science and technology,https://expansion.mx/tecnologia/2024/02/22/mexico-esta-lejos-construir-ciudades-inteligentes-eticas,22/2/2024
Expansión,"Chatgpt estar "" embrujado "" dar respuesta sentido hora","Openai , empresa matriz ChatGPT , no explicar suceder herramienta estrella , además desconocer causa fallar .",Science and technology,https://expansion.mx/tecnologia/2024/02/21/chatgpt-estuvo-embrujado-y-dio-respuestas-sin-sentido-por-horas,21/2/2024
Expansión,"Netflix , videojuego ser centro estrategia largo plazo","Empresa apenas cumplir dos año sector , buscar convertir forma atraer más fanático principal saga .",Science and technology,https://expansion.mx/tecnologia/2024/02/21/por-que-netflix-apuesta-por-los-videojuegos,21/2/2024
Expansión,Nintendo Xbox junto . ser juego Xbox llegar Switch,"Ser resumen principal novedad noticia Nintendo Direct : Partner Showcase : juego anunciado mañana , incluir dos Xbox .",Science and technology,https://expansion.mx/tecnologia/2024/02/21/nintendo-direct-partner-showcase-resumen,21/2/2024
Expansión,Ser red social usuario buscar eliminar más teléfono,"¿ Facebook , Instagram Twitter ? decir red social poder perder más usuario basado búsqueda internet usuario .",Science and technology,https://expansion.mx/tecnologia/2024/02/20/instagram-es-la-red-social-mas-desinstalada-en-el-mundo,20/2/2024
Expansión,"Mexicano , computadora deber ser barato portátil","Tendencia mexicano respecto laptops ser cumplir característica , ahora marca buscar atraer través componente .",Science and technology,https://expansion.mx/tecnologia/2024/02/20/que-computadoras-prefieren-comprar-mexicanos,20/2/2024
Expansión,"Reseña : Suicide Squad Kill the Justice League : buen juego , deuda","Nuevo videojuego Rocksteady -creador saga Batman : Arkham- ofrecer tipo experiencia , ahora licencia Suicide Squad , embargo fan no aceptar propuesta .",Science and technology,https://expansion.mx/tecnologia/2024/02/19/resena-suicide-squad-kill-the-justice-league,19/2/2024
Expansión,Regular IA necesitar controlar venta hardware,"Especialista proponer GPU , ser clave más importante desarrollar Inteligencia Artificial , poder funcionar mecanismo regulación .",Science and technology,https://expansion.mx/tecnologia/2024/02/19/para-regular-la-ia-se-necesita-controlar-la-venta-de-hardware,19/2/2024
Expansión,¿ necesitar ser jugador profesional Street Fighter ?,"Circuito competitivo juego pelea tener largo tradición México , ahora parecer estar más vivo nunca .",Science and technology,https://expansion.mx/tecnologia/2024/02/19/que-se-necesita-para-ser-jugador-profesional-street-fighter,19/2/2024
La Jornada,Johan Vásquez anotar Inter,"Johan Vásquez ( derecha ) anotar primero gol temporada partido equipo , Génova , perder frente Inter Milán . imagen disputar balón argentino Lautaro Martínez .",Sports,https://www.jornada.com.mx/2024/03/05/deportes/a11n3dep?partner=rss,5/3/2024
La Jornada,Conflicto Red Bull poner riesgo permanencia Verstappen,"Conflicto Red Bull poder desencadenar partida Max Verstappen , vigente tricampeón Fórmula Uno . situación atravesar director Christian Horner , acusado supuesto "" conducta inapropiado "" empleada , haber generar ambiente intranquilidad alrededor escudería austriaco . victoria Verstappen , segundo lugar Sergio Pérez arranque temporada calmar turbulencia .",Sports,https://www.jornada.com.mx/2024/03/05/deportes/a11n2dep?partner=rss,5/3/2024
La Jornada,Tuzas imponer 2-0 Puebla,"Pachuca femenil alcanzar ayer subliderato Liga Mx , tiempo Monterrey Chivas golear cierre jornada nueve . pese baja , Tuzas obtener victoria cómodo Puebla ( 2-0 ) . Chinwendu Ihezuo Destinne Manzo anotar hidalguense llegar 20 unidad , punto arriba Monterrey , Sultana Norte , apalear Santos ( 6-0 ) , equipo ya sumar 42 gol contra . estadio Akron , Chivas superar Necaxa ( 4-0 ) juego definir primero 20 minuto tanto Dana Sandoval , Carolina Jaramillo autogol Brissa Range .",Sports,https://www.jornada.com.mx/2024/03/05/deportes/a31n1dep?partner=rss,5/3/2024
La Jornada,Broncos liberar mariscal Russell Wilson,"Englewood . Broncos Denver comunicar Russell Wilson dejar libertad próximo semana , 18 mes firmar mariscal campo ganador Supertazón extensión contrato cinco año 242 millón dólar . potencial destino Wilson ser Pittsburgh , tener programado calendario visita Denver próximo día . salida Russell , franquicia deber absorber golpe 89 millón dólar dinero muerto próximo dos temporada . mando entrenador Sean Payton , Wilson tener temporada buen , no ser suficiente Payton mandar banca lugar Jarrett Stidham dos partido anterior . Broncos cerrar calendario 8-9 , octavo campaña fila llegar playoffs . Wilson ser adquirir 2022 proveniente Halcones Marinos Seattle , donde coronar 2013 .",Sports,https://www.jornada.com.mx/2024/03/05/deportes/a31n2dep?partner=rss,5/3/2024
La Jornada,"Cultura extravagancia París , cartel Olímpicos","París . color vibrante sitio emblemático iluminar cartel Juegos Olímpicos París , estilo art déco inspirado pasado extravagante ciudad .",Sports,https://www.jornada.com.mx/2024/03/05/deportes/a11n1dep?partner=rss,5/3/2024
La Jornada,Willars afinar salto más difícil mundo París 2024,Randal Willars tener as manga cara presentación Juegos Olímpicos París 2024 : salto mayor grado dificultad realizar mundo .,Sports,https://www.jornada.com.mx/2024/03/05/deportes/a12n1dep?partner=rss,5/3/2024
La Jornada,"Indian Wells , próximo objetivo tenista Santiago González","Indian Wells , primero Masters 1000 temporada , ser próximo objetivo Santiago González , subcampeón Abierto Mexicano Tenis .",Sports,https://www.jornada.com.mx/2024/03/05/deportes/a12n2dep?partner=rss,5/3/2024
La Jornada,"Liga Expansión Mx , año más ascenso","Federación Mexicana Futbol ( FMF ) , regreso ascenso descenso primero división ser tema seguir cerrado . hacer temporada , club Liga Expansión haber salir expresar contra medida tomado 2020 , máxima autoridad mantener condición abrir competencia deportivo . significar menos cuatro franquicia deber estar certificado Temporada 2024-25 , sólo , Atlante , haber poder acreditar requisito .",Sports,https://www.jornada.com.mx/2024/03/05/deportes/a10n1dep?partner=rss,5/3/2024
La Jornada,Goleer América celeste hundir,"Visita América estadio Nemesio Díez terminar pesadilla . poder salvar actual subcampeonas goleada 3-0 Toluca , rival dominar notable consistencia ataque sumar tercero triunfo nueve fecha Liga Mx Femenil .",Sports,https://www.jornada.com.mx/2024/03/05/deportes/a10n2dep?partner=rss,5/3/2024
La Jornada,Incrementar casi 44/100 deuda Pemex proveedor contratista,"Petróleos Mexicanos ( Pemex ) reportar aumento casi 44 ciento deuda proveedor contratista , ascender 139 mil 115 millón peso cierre febrero , comparación octubre .",Economy,https://www.jornada.com.mx/2024/03/05/economia/019n2eco?partner=rss,5/3/2024
La Jornada,Avance precedente inversión productivo México : Inegi,"Inversión construcción , maquinaria bien duradero crecer año pasado nivel precedente , revelar Instituto Nacional Estadística Geografía ( Inegi ) . avance ser 19.7 ciento , impulsado construcción no residencial , incluir obra público . consumo , pilar demanda nacional , también alcanzar nuevo récord , crecer 4.39 ciento año pasado , debido mayor compra bien importado .",Economy,https://www.jornada.com.mx/2024/03/05/economia/016n1eco?partner=rss,5/3/2024
La Jornada,Enrique Galván Ochoa : dinero,"Tema central campaña presidencial ser seguridad . haber lograr avance , número homicidio seguir ser mucho alto , tal vez mayor problema ser extorsión . pago piso ser azote negocio , grande pequeño , inclusive haber extender servicio taxista . haber comunidad variedad hampa tener control . candidata presentar trazo general plan . Claudia Sheinbaum anunciar estrategia integrar cinco eje : 1 ) Atención causa delincuencia . 2 ) consolidación Guardia Nacional . 3 ) fortalecimiento inteligencia investigación . 4 ) Coordinación policía , fiscalía estatal Fiscalía General República , 5 ) Reforma Poder Judicial . Sheinbaum ufanar bajar índice delincuencia ser jefa gobierno Ciudad México , apoyo jefe Seguridad , Omar García Harfuch . dos punto parecer complicado : Fiscalía General República ser ente autónomo , ser necesario convencer Alejandro Gertz Manero aceptar esquema coordinación colega estatal corporación policiaco . punto ser carácter político : reforma Poder Judicial depender resultado Morena aliado ganar mayoría calificado Congreso fin reformar Constitución .",Economy,https://www.jornada.com.mx/2024/03/05/opinion/006o1eco?partner=rss,5/3/2024
La Jornada,Proponer derecho laboral chofer aplicación Brasil,"Brasilia . presidente brasileño , Luiz Inácio Lula dar Silva , remitir lunes Congreso proyecto ley regular derecho laboral trabajador aplicación transporte pasajero país , incluir exigencia pago salario mínimo .",Economy,https://www.jornada.com.mx/2024/03/05/economia/017n2eco?partner=rss,5/3/2024
La Jornada,Dólar volver ubicar debajo $17,"Peso mexicano romper lunes piso sicólogo 17 unidad dólar spot . divisa mexicano apreciar estadunidense 0.36 ciento , equivalente 6.13 centavo , cerrar 169619 unidad dólar mercado interbancario ( menudeo ) , primero cierre debajo 17 peso 15 enero .",Economy,https://www.jornada.com.mx/2024/03/05/economia/019n3eco?partner=rss,5/3/2024
La Jornada,"Carlos Fernández-Vega : México , SA","Lástima : Ricardo Salinas Pliego ya no funcionar campaña sucio corifeo mediático incluido nómina ( prestar tipo bajeza ) obtener canonjía quitar encima obligación legal , suerte , mucho retorzar , gritir chantajear , tener pagar impuesto adeudar hacer alrededor dos década , periodo dos gobierno panista priísta permitir tipo tropelía barón – , disgusto topar pared nuevo administración .",Economy,https://www.jornada.com.mx/2024/03/05/opinion/018o1eco?partner=rss,5/3/2024
La Jornada,Disminuir ritmo crecimiento,"Economía mexicano bajar ritmo crecimiento recta final año pasado tendencia mantener inicio segundo trimestre 2024 , señalar Sistema Indicadores Compuestos : Coincidente Adelantado , calcular Instituto Nacional Estadística Geografía ( Inegi ) . precisar indicador adelantar , sugerir comportamiento economía corto plazo , posicionar arriba tendencia largo plazo , presentar valor 100.2 punto octubre , equivaler caída 0.10 punto respecto septiembre , ser tercero retroceso consecutivo . ritmo caída indicador adelantar empezar acelerar , prever corto plazo actividad productivo país seguir crecer , tasa menor . no obstante , consecuencia mejora indicador confianza empresarial , momento adecuado invertir tipo cambio , economía mantener ruta crecimiento .",Economy,https://www.jornada.com.mx/2024/03/05/economia/016n3eco?partner=rss,5/3/2024
La Jornada,Ex directivo Twitter exigir más 128 mdd,"San Francisco. , cuatro ex directivo Twitter ( hoy x ) demandar lunes Elon Musk , acusar haber despedir "" negligencia grave "" "" falta intencional "" no indemnizar . documento judicial , querellante reclamar más 128 millón dólar Musk , comprar Twitter 44 mil millón dólar fin 2022 día tomar posesión echar ex presidente Parag Agrawal , director financiero , Ned Segal , director jurídico legal Vijaya Gadde Sean Edgett .",Economy,https://www.jornada.com.mx/2024/03/05/economia/019n6eco?partner=rss,5/3/2024
La Jornada,Bm : disminuir brecha género aumentar 20 PIB mundial,"Brecha género mujer lugar trabajo ser mucho más amplio pensar . cerrar , señalar Banco Mundial ( BM ) , poder aumentar producto interno bruto global más 20 ciento .",Economy,https://www.jornada.com.mx/2024/03/05/economia/017n1eco?partner=rss,5/3/2024
La Jornada,Ventas automóvil tener mejor primero bimestre 2017,"Industria automotriz México vender 225 mil 357 vehículo ligero mercado interno primero bimestre 2024 , mejor cifra periodo 2017 , cuando comercializar 241 mil 640 unidad dato Instituto Nacional Estadística Geografía ( Inegi ) .",Economy,https://www.jornada.com.mx/2024/03/05/economia/019n1eco?partner=rss,5/3/2024
La Jornada,"Cerca , victoria control inflación : BPI","Londres . banco central estar cerca controlar inflación mundial , afirmar Banco Pagos Internacionales ( BPI ) . haber motivo "" optimismo prudente "" , más reciente informe trimestral BPI , realizar reunión periódico puerta cerrada principal responsable política monetario mundo . "" banco central haber tomar medida decisivo evitar inflación consolidar –dijo prensa Claudio Borio , jefe Departamento Monetario Económico BPI – . "" tiempo , actividad económico haber mostrar notablemente resistente sistema financiero haber aguantar bien "" . BPI haber mostrar vez más esperanzado . final año pasado , señalar avance inflación haber ser alentador , subrayar banco central no estar fuera peligro .",Economy,https://www.jornada.com.mx/2024/03/05/economia/019n4eco?partner=rss,5/3/2024
La Jornada,Cartera vencido hogar alcanzar nivel máximo enero,"Marcado cuesta enero alto tasa interés , saldo cartera vencido préstamo otorgar banco hogar mexicano situar 79 mil 693 millón peso primero mes 2024 , incremento 21.6 ciento término nominal 16 ciento real respecto 65 mil 553 millón reportado periodo comparable 2023 , mostrar dato Banco México ( BdeM ) .",Economy,https://www.jornada.com.mx/2024/03/05/economia/016n2eco?partner=rss,5/3/2024
La Jornada,Bitcóin cotizar arriba 65 mil dólar,"Londres . bitcóin alcanzar lunes nivel más alto dos año , superar 65 mil dólar , oleada dinero acercar nivel récord . precio alcanzar máximo sesión 65 mil 537 dólar primero hora mañana Europa , tocar nuevo máximo dos año operación asiático . último cotización ganar 4 ciento , llegar 65 mil 45 dólar . bitcóin marcar récord 68 mil 999.99 dólar noviembre 2021 . mayor criptodivisa valor mercado haber ganar 50 ciento año mayor parte alza haber producir último semana , haber disparar entrada fondo bitcóin cotizado Estados Unidos .",Economy,https://www.jornada.com.mx/2024/03/05/economia/019n5eco?partner=rss,5/3/2024
La Jornada,China volver fijar 5/100 meta crecimiento,"Pekín . China fijar meta crecimiento económico alrededor 5 ciento 2024 , similar año pasado línea expectativa analista , informe oficial .",Economy,https://www.jornada.com.mx/2024/03/05/economia/017n3eco?partner=rss,5/3/2024
La Jornada,Incrementar 500/100 compra fertilizante Rusia,"Luego cerrar año nivel histórico , México comenzar año importar menos fertilizante ; embargo , enero Rusia aumentar más 500 ciento envío abono país , volver ser principal proveedor .",Economy,https://www.jornada.com.mx/2024/03/05/economia/018n1eco?partner=rss,5/3/2024
La Jornada,Haber reducir fraude gracias IA : Citibanamex,"Uso sistema inteligencia artificial , intento fraude contra cliente Citibanamex , banco mayor presencia país , haber disminuir 70 ciento , dar conocer Rosario Valdivia , directora tecnología institución financiero .",Economy,https://www.jornada.com.mx/2024/03/05/economia/018n2eco?partner=rss,5/3/2024
La Jornada,Miguel Pineda : negocio empresa,"China dominar producción automóvil siguiente década provocar guerra comercial , tecnológico política nivel global .",Economy,https://www.jornada.com.mx/2024/03/05/opinion/017o1eco?partner=rss,5/3/2024
La Jornada,"Descubrir astrolabio siglo XI ser usar musulmán , judío cristiano",Madrid . raro astrolabio islámico siglo XI inscripción árabe hebreo origen situar Toledo ser descubrir museo italiano experta Universidad Cambridge .,Science and technology,https://www.jornada.com.mx/2024/03/05/ciencias/a06n2cie?partner=rss,5/3/2024
La Jornada,""" racismo discriminación dificultar presencia mujer indígena ciencia ""","Racismo , pobreza , desaparición lengua desplazamiento ser cuatro factor dificultar presencia indígena ciencia México . panorama complicar todavía más mujer , además discriminación racial deber enfrentar género , considerar investigadora indígena .",Science and technology,https://www.jornada.com.mx/2024/03/05/ciencias/a05n1cie?partner=rss,5/3/2024
La Jornada,Jorge Veraza Urtusuástegui analizar inteligencia artificial enfoque marxista,"Existir percepción inteligencia artificial ( IA ) poder solucionar problema explotación laboral facilitar vida persona , "" ser tecnología utilizado forma capitalista , más bien usar perfeccionar explotación sobrexplotación clase obrero "" , considerar Jorge Veraza Urtuzuástegui presentación libro Karl Marx , inteligencia artificial gobierno despótico producción ( 200 año nacimiento pensador revolución comunista ) .",Science and technology,https://www.jornada.com.mx/2024/03/05/ciencias/a06n1cie?partner=rss,5/3/2024
La Jornada,"Actuar Bellas Artes Bryn Terfel , destacado cantante wagneriano","Reconocido bajo barítono galé Bryn Terfel presentar primero vez México Palacio Bellas Artes , parte celebración 90 aniversario recinto cultural , cumplir 29 septiembre .",Culture,https://www.jornada.com.mx/2024/03/05/cultura/a04n2cul?partner=rss,5/3/2024
La Jornada,Devolver Suiza México lote 24 pieza prehispánico,"Embajada México Suiza recibir lote 24 pieza prehispánico pertenecer patrimonio cultural país , acuerdo dictamen Instituto Nacional Antropología Historia ( INAH ) .",Culture,https://www.jornada.com.mx/2024/03/05/cultura/a03n3cul?partner=rss,5/3/2024
La Jornada,Ahondar reflexión gordura ángulo cultural,"Gordura ser mayor estigma . ahondar tema perspectiva arte cultura , así social salud , realizar tercero Jornada Supurando Heridas Habitar Estrías , organizado Centro Artes Oficios ( CAO ) Escuelita Emiliano Zapata Pedregal Santo Domingo , activista Fat Alista Museo Universitario Arte Contemporáneo ( MUAC ) .",Culture,https://www.jornada.com.mx/2024/03/05/cultura/a04n3cul?partner=rss,5/3/2024
La Jornada,Fallecer bailarina buto Natsu Nakajima CDMX,"Bailarina coreógrafa japonés Natsu Nakajima , discípula Kazuo Ohno Tatsumi Hijikata , morir domingo pasado 80 año Ciudad México , informar Dirección Danza Universidad Nacional Autónoma México ( UNAM ) . 18 marzo cumplir 81 año .",Culture,https://www.jornada.com.mx/2024/03/05/cultura/a04n1cul?partner=rss,5/3/2024
La Jornada,Mundo festejar Gabo publicación novela póstumo agosto ver,"Hacer 97 año , 6 marzo , nacer escritor periodista colombiano Gabriel García Márquez , artífice realismo mágico , poner América Latina imaginario millón lector solo palabra : Macondo .",Culture,https://www.jornada.com.mx/2024/03/05/cultura/a02n1cul?partner=rss,5/3/2024
La Jornada,"Feria Minería llegar "" periodo recuperación ""","Edición 45 Feria Internacional Libro Palacio Minería ( FILPM ) concluir asistencia 111 mil 239 visitante presupuesto 12 millón peso , informar director , Fernando Macotela . agregar estar llegar "" curva ascendente "" reforzar serie adecuación .",Culture,https://www.jornada.com.mx/2024/03/05/cultura/a03n2cul?partner=rss,5/3/2024
La Jornada,""" decidir no destruir ; lector celebrar , tal vez Gabo perdonar ""","Madrid . poco antes morir , Gabriel García Márquez sentenciar historia haber estar trabajar último año vida : "" libro no servir . haber destruir "" . hablar agosto ver , novela inédito finalmente ver luz presentar martes Instituto Cervantes Madrid , acto tener repercusión mundial través nuevo tecnología , , , enorme interés seguir suscitar obra figura Gabo .",Culture,https://www.jornada.com.mx/2024/03/05/cultura/a03n1cul?partner=rss,5/3/2024
Expansión,Cetes 28 día sumar tres semana consecutivo rendimiento 11/100,"Reportar trimestral Banco México ( Banxico ) , Junta Gobierno dejar ver haber ajuste tasa marzo , rendimiento instrumento ajustar .",Economy,https://expansion.mx/economia/2024/03/05/cetes-ajustan-rendimientos-11,5/3/2024
Expansión,"Crear 156.403 empleo febrero , cuarto cifra más alto mes","Generación empleo , considerar primero dos mes año , ser 265.424 puesto .",Economy,https://expansion.mx/economia/2024/03/05/se-crean-156-403-empleos-en-febrero-imss,5/3/2024
Expansión,"Mujeres pobre campo , más afectado cambio climático : FAO","Medio rural mujer asumir mucho más tarea doméstico cuidado persona , limitar oportunidad estudio empleo , señalar organización informe .",Economy,https://expansion.mx/economia/2024/03/05/cambio-climatico-los-mas-afectados-mujeres-y-pobres-en-campo,5/3/2024
Expansión,¿ presentar declaración anual persona moral ?,Sat contar guía presentar informe anual empresa pago Impuesto Renta ( ISR ) .,Economy,https://expansion.mx/economia/2024/03/05/declaracion-anual-de-personas-morales-2023,5/3/2024
Expansión,Jeff Bezos desbancar Elon Musk máximo multimillonario mundo,"Índice multimillonario agencia Bloomberg , fortuna Bezos ascender 200.000 mdd , superar 198.000 mdd dueño Tesla .",Economy,https://expansion.mx/economia/2024/03/05/jeff-bezos-supera-elon-musk-hombre-mas-rico-del-mundo,5/3/2024
Expansión,China fijar objetivo crecimiento económico 5/100 2024,"Objetivo ir línea expansión PIB año pasado , 5.2/100 , situar lejos dinámico ritmo crecimiento economía chino año 1990 2000 .",Economy,https://expansion.mx/economia/2024/03/05/objetivo-de-crecimiento-economico-china-2024,5/3/2024
Expansión,Aseguradora pagar 920 mdp daño embarcación Otis,"Casi cinco mes paso huracán , aseguradora haber indemnizar más 200 embarcación costo promedio individual 4.3 millón peso .",Economy,https://expansion.mx/economia/2024/03/05/aseguradoras-indemnizan-211-barcos-por-920-mdp-tras-otis,5/3/2024
Expansión,Mujer ganar 7.7 dólar 10 recibir hombre mundo,"Mujer mundo acceder solo 64/100 protección legal amparar hombre , informar Banco Mundial .",Economy,https://expansion.mx/economia/2024/03/04/mujeres-ganan-menos-que-hombres,4/3/2024
Expansión,"Consumo privado avanzar 0.2/100 diciembre , desaceler paso","Acuerdo analista , incremento ser más estimado Indicador Oportuno Consumo Privado .",Economy,https://expansion.mx/economia/2024/03/04/consumo-privado-avanza-0-2-en-diciembre-desacelera-paso,4/3/2024
Expansión,Gasolina Premium sumar cuatro mes subsidio,"Noviembre , combustible no haber gozar estímulo fiscal , diferencia Magna diésel .",Economy,https://expansion.mx/economia/2024/03/04/gasolina-premium-suma-cuatro-meses-sin-subsidio,4/3/2024
Expansión,¿ restablecer cuenta Instagram correo número teléfono ?,Así poder restablecer cuenta Instagram olvidastar contraseña . enseñar recuperar correo número celular .,Science and technology,https://expansion.mx/tecnologia/2024/03/05/como-restablecer-cuenta-instagram,5/3/2024
Expansión,Verificación dos paso Facebook Instagram : activar,No robir cuenta existir opción activar segundo capa seguridad . hazlo pasar paso .,Science and technology,https://expansion.mx/tecnologia/2024/03/05/verificacion-dos-pasos-facebook-instagram-como-activar,5/3/2024
Expansión,Así poder restablecer contraseña Facebook,Facebook señalar existir opción recuperación contraseña evitar pérdida información .,Science and technology,https://expansion.mx/tecnologia/2024/03/05/como-recuperar-contrasena-de-facebook,5/3/2024
Expansión,Caer Facebook nivel mundial ; reportar sesión caducar Instagram fallar,"Usuario reportar sesión aplicación cerrar manera repentino , carga Instagram ser lento .",Science and technology,https://expansion.mx/tecnologia/2024/03/05/se-cayo-facebook-instagram-que-paso,5/3/2024
Expansión,Ericsson querer construir red privado Tesla Nuevo León,Compañía sueco haber ser encargada crear red privado compañía Elon Musk planta Alemania Estados Unidos .,Science and technology,https://expansion.mx/tecnologia/2024/03/05/ericsson-red-privada-planta-de-tesla-en-nuevo-leon-mexico,5/3/2024
Expansión,"X activar llamada , acceder dato . así poder bloquear función","Nuevo funcionalidad plataforma filtrar dirección IP usuario , poner riesgo seguridad línea .",Science and technology,https://expansion.mx/tecnologia/2024/03/05/ip-expuesta-llamadas-x-como-evitarlo,5/3/2024
Expansión,Whatsapp vencer NSO Group tener acceso código Pegasus,"Jueza Estados Unidos ordenar empresa israelí dar acceso WhatsApp software , luego haber espiar 1,400 usuario dos semana .",Science and technology,https://expansion.mx/tecnologia/2024/03/04/whatsapp-gana-nso-group-acceso-a-pegasus,4/3/2024
Expansión,"Ue golpear 1,950 mdd Apple abusar mercado música streaming","Acuerdo Comisión Europea , Apple prohibir desarrollador informar servicio alternativo más barato fuera App Store .",Science and technology,https://expansion.mx/tecnologia/2024/03/04/ue-multa-apple-abusar-mercado-musica-streaming,4/3/2024
Expansión,Trebel Music triunfar premio Google Play Best Of,"Best App , Daily Essentials User’s Choice , ser tres categoría reconocer aplicación música",Science and technology,https://expansion.mx/tendencias/2024/03/03/trebel-music-triunfa-en-google-play-best-of,4/3/2024
La Jornada,Lozano querer primero título Tri Liga Naciones Concacaf,"Selección mexicano tener cuenta pendiente Liga Naciones Concacaf . disputar primero vez 2019 , Tricolor haber quedar deriva . ser título seguir exhibir vitrina . Gerardo Martino Diego Cocca poder ganar entrenador . situación poder cambiar Jaime Lozano 21 marzo México enfrentar Panamá pase final .",Sports,https://www.jornada.com.mx/2024/03/06/deportes/a11n3dep?partner=rss,6/3/2024
La Jornada,Jáquez aportar 11 punto triunfo Heat,Miami . mexicano Jaime Jáquez Jr . finalizar 11 punto triunfo Heat Miami ( 118-110 ) Pistones Detroit .,Sports,https://www.jornada.com.mx/2024/03/06/deportes/a30n3dep?partner=rss,6/3/2024
La Jornada,"Selección femenil , partido memorable Brasil Copa Oro","Mente español Pedro López , técnico selección mexicano femenil , no existir escenario más final título Copa Oro W . llegar ahí , jugadora deber salir victorioso Brasil , potencia mundial categoría rival semifinal torneo . ambiente ser inmejorable concentración mexicano . luego avanzar Paraguay fase anterior , López considerar estar frente mayor prueba demostrar crecimiento no ser obra casualidad .",Sports,https://www.jornada.com.mx/2024/03/06/deportes/a11n2dep?partner=rss,6/3/2024
La Jornada,Charros femenil tomar delantero serie semifinal,"Diablos Rojos perder primero duelo semifinal Liga Mexicana Softbol femenil . Charros Jalisco pegar 6-3 escarlata , poner 1-0 .",Sports,https://www.jornada.com.mx/2024/03/06/deportes/a30n2dep?partner=rss,6/3/2024
La Jornada,Tigres Pachuca rescatar empate octavo final Liga Campeones,Definir dentro semana Liga Campeones Concacaf .,Sports,https://www.jornada.com.mx/2024/03/06/deportes/a30n1dep?partner=rss,6/3/2024
La Jornada,Mbappé comandar PSG cuarto final Champions,"San Sebastián . Kylian Mbappé no ir extrañar París Saint-Germain decidir partir club . parisino , cambio , sí echar menos francés no estar liquidar partido definitorio , suscitar ayer Champions Real Sociedad ( 2-1 ) .",Sports,https://www.jornada.com.mx/2024/03/06/deportes/a11n1dep?partner=rss,6/3/2024
La Jornada,"Máximo seguridad , atleta desfilar barco Sena","París . total 180 barco , 94 transportar deportista , desfilar río Sena París parte ceremonia inauguración Juegos Olímpicos 2024 , 26 julio , detallar prefecto región Ile-de-France , Marc Guillaume .",Sports,https://www.jornada.com.mx/2024/03/06/deportes/a12n1dep?partner=rss,6/3/2024
La Jornada,"Inspirado mujer , Agúndez anhelar hacer historia JO","Pasado 26 febrero , Gabriela Agúndez fin respirar alivio . convertir manera oficial seleccionado olímpico quitar peso encima clavadista , partir entonces desechar inquietud mente concentrar lleno preparación .",Sports,https://www.jornada.com.mx/2024/03/06/deportes/a12n2dep?partner=rss,6/3/2024
La Jornada,Senador aprobar iniciativa igualdad salarial deporte,"Unanimidad , Senado República aprobar ayer reforma Ley Federal Trabajo ( LFT ) encaminado avanzar igualdad salarial deporte profesional , establecimiento salario base hombre muje-r respeto pleno derecho laboral futbolista , boxeado-ra , luchadora integrante disciplina , no poder ser discriminar hostigar .",Sports,https://www.jornada.com.mx/2024/03/06/deportes/a10n1dep?partner=rss,6/3/2024
La Jornada,"Futbolista varonil ganar 5 mdd anual , jugadora 12 mil mensual","Futbol profesional existir amplio brecha salarial hombre mujer . acuerdo sitio especializado Salary Sport , delantero francés Tigres , André-Pierre Gignac , percibir alrededor 5 millón dólar anual , sueldo promedio jugadora Liga Mx Femenil ser 8 mil 12 mil peso mensual . excepción , mayoría aún deber pagar renta , comida nutriólogo profesional falta respaldo cabal club . Comisión Federal Competencia Económica sancionar 2021 FMF promover brecha salarial género .",Sports,https://www.jornada.com.mx/2024/03/06/deportes/a10n2dep?partner=rss,6/3/2024
